GeneID	Chr	Start	End	Strand	Length
ENSG00000198445.4	chr22	16590751	16592810	-	2060
ENSG00000240122.1	chr22	16595089	16595485	-	397
ENSG00000100181.22	chr22	16601887	16698742	+	96856
ENSG00000283633.1	chr22	16601911	16615111	+	13201
ENSG00000267338.1	chr22	16616170	16617114	+	945
ENSG00000249288.1	chr22	16645695	16646581	-	887
ENSG00000249263.2	chr22	16653892	16659628	-	5737
ENSG00000189295.13	chr22	16654066	16675540	-	21475
ENSG00000259271.1	chr22	16671090	16679493	-	8404
ENSG00000273244.1	chr22	16676016	16694648	-	18633
ENSG00000241717.1	chr22	16690103	16704477	-	14375
ENSG00000235343.1	chr22	16746869	16748645	-	1777
ENSG00000172967.7	chr22	16783412	16821699	-	38288
ENSG00000229027.3	chr22	16827474	16829335	+	1862
ENSG00000234121.1	chr22	16837522	16837666	+	145
ENSG00000283535.1	chr22	16844399	16846357	+	1959
ENSG00000237835.1	chr22	16855804	16856162	+	359
ENSG00000220248.1	chr22	16857619	16860718	-	3100
ENSG00000237689.1	chr22	16869478	16871126	+	1649
ENSG00000228122.1	chr22	16876218	16876421	-	204
ENSG00000237358.1	chr22	16876552	16876902	-	351
ENSG00000225480.1	chr22	16897445	16897546	+	102
ENSG00000230481.2	chr22	16904219	16904696	-	478
ENSG00000253691.2	chr22	16914235	16914981	-	747
ENSG00000253460.2	chr22	16921443	16922173	-	731
ENSG00000254264.2	chr22	16925952	16926444	-	493
ENSG00000253481.2	chr22	16933521	16934003	-	483
ENSG00000285045.1	chr22	16953895	16956808	+	2914
ENSG00000215568.8	chr22	16961936	17008222	-	46287
ENSG00000270226.1	chr22	17012404	17012932	+	529
ENSG00000276400.1	chr22	17021398	17022570	-	1173
ENSG00000237438.7	chr22	17036570	17060825	+	24256
ENSG00000273203.1	chr22	17067821	17070675	+	2855
ENSG00000273442.1	chr22	17080701	17081456	+	756
ENSG00000177663.13	chr22	17084954	17115694	+	30741
ENSG00000235328.1	chr22	17093612	17093939	-	328
ENSG00000183307.3	chr22	17116299	17121367	-	5069
ENSG00000235478.4	chr22	17121586	17132104	+	10519
ENSG00000069998.12	chr22	17137511	17165287	-	27777
ENSG00000185837.3	chr22	17159384	17165445	+	6062
ENSG00000093072.15	chr22	17178790	17221989	-	43200
ENSG00000236325.1	chr22	17192936	17193308	+	373
ENSG00000203416.3	chr22	17213516	17214155	+	640
ENSG00000241832.1	chr22	17256859	17266733	-	9875
ENSG00000231004.2	chr22	17329034	17329232	+	199
ENSG00000239547.3	chr22	17352881	17353177	-	297
ENSG00000099954.18	chr22	17359949	17558149	+	198201
ENSG00000229492.1	chr22	17418697	17419828	+	1132
ENSG00000232305.1	chr22	17424388	17424775	-	388
ENSG00000228045.1	chr22	17518676	17519029	-	354
ENSG00000182902.13	chr22	17563439	17590994	+	27556
ENSG00000236754.5	chr22	17580157	17589192	-	9036
ENSG00000131100.12	chr22	17592136	17628818	-	36683
ENSG00000099968.17	chr22	17628855	17730855	+	102001
ENSG00000015475.18	chr22	17734138	17774770	-	40633
ENSG00000264757.1	chr22	17764180	17764259	-	80
ENSG00000269220.1	chr22	17777322	17779481	+	2160
ENSG00000243156.7	chr22	17787649	18024559	-	236911
ENSG00000093100.13	chr22	17787652	17811497	-	23846
ENSG00000207780.1	chr22	17980868	17980961	-	94
ENSG00000235445.1	chr22	17983205	17983619	-	415
ENSG00000234913.1	chr22	18004270	18007308	-	3039
ENSG00000237446.1	chr22	18019214	18020200	+	987
ENSG00000235295.1	chr22	18029385	18037968	+	8584
ENSG00000225335.3	chr22	18076527	18078884	-	2358
ENSG00000215193.12	chr22	18077920	18131138	+	53219
ENSG00000236890.2	chr22	18081466	18081675	-	210
ENSG00000235617.1	chr22	18101612	18101888	+	277
ENSG00000225225.1	chr22	18102457	18103649	-	1193
ENSG00000183785.14	chr22	18110331	18146554	+	36224
ENSG00000280007.1	chr22	18110759	18131154	-	20396
ENSG00000184979.9	chr22	18149899	18177397	+	27499
ENSG00000187979.4	chr22	18178038	18205915	-	27878
ENSG00000276160.1	chr22	18340145	18345899	+	5755
ENSG00000274044.4	chr22	18361823	18391105	-	29283
ENSG00000276874.1	chr22	18374106	18375689	+	1584
ENSG00000275060.1	chr22	18400407	18404206	-	3800
ENSG00000277870.5	chr22	18422244	18500594	+	78351
ENSG00000277017.1	chr22	18486999	18491247	-	4249
ENSG00000278044.1	chr22	18501794	18512187	-	10394
ENSG00000274252.1	chr22	18516344	18518161	-	1818
ENSG00000275319.1	chr22	18524620	18524935	+	316
ENSG00000277690.2	chr22	18527157	18527626	+	470
ENSG00000278558.4	chr22	18527802	18530573	+	2772
ENSG00000274602.4	chr22	18533646	18577968	-	44323
ENSG00000274625.1	chr22	18605355	18605497	+	143
ENSG00000222630.2	chr22	18605802	18606102	-	301
ENSG00000275793.1	chr22	18605815	18611919	-	6105
ENSG00000275362.1	chr22	18615581	18615900	+	320
ENSG00000278110.1	chr22	18623339	18625289	-	1951
ENSG00000273907.1	chr22	18636445	18638405	-	1961
ENSG00000273643.1	chr22	18650023	18653617	-	3595
ENSG00000278008.1	chr22	18715815	18719341	+	3527
ENSG00000182824.7	chr22	18733914	18757906	+	23993
ENSG00000197421.9	chr22	18773665	18843399	-	69735
ENSG00000239989.1	chr22	18794414	18794804	-	391
ENSG00000234764.2	chr22	18833694	18834438	+	745
ENSG00000161103.11	chr22	18846811	18861049	+	14239
ENSG00000215544.6	chr22	18855621	18858640	-	3020
ENSG00000276095.2	chr22	18873543	18894407	-	20865
ENSG00000279987.1	chr22	18883502	18884682	-	1181
ENSG00000183628.12	chr22	18906028	18914238	+	8211
ENSG00000283809.1	chr22	18906238	18947732	+	41495
ENSG00000100033.16	chr22	18912777	18936553	-	23777
ENSG00000284294.1	chr22	18936411	18947741	+	11331
ENSG00000280418.1	chr22	18951934	18959512	-	7579
ENSG00000237517.9	chr22	18970514	18994628	+	24115
ENSG00000283406.1	chr22	18970525	19031242	+	60718
ENSG00000283583.1	chr22	18980695	18981325	-	631
ENSG00000271275.1	chr22	18997138	18997595	-	458
ENSG00000283366.1	chr22	18998274	19014786	+	16513
ENSG00000273032.1	chr22	19017834	19020248	+	2415
ENSG00000270393.1	chr22	19018043	19018916	-	874
ENSG00000273164.1	chr22	19023056	19023550	+	495
ENSG00000241527.1	chr22	19031564	19034564	-	3001
ENSG00000070413.19	chr22	19036282	19122454	-	86173
ENSG00000206739.1	chr22	19045256	19045367	+	112
ENSG00000273311.1	chr22	19046162	19048375	-	2214
ENSG00000237347.2	chr22	19055801	19056512	+	712
ENSG00000281530.1	chr22	19061041	19061843	-	803
ENSG00000223461.1	chr22	19121529	19124503	+	2975
ENSG00000272682.1	chr22	19124309	19128449	-	4141
ENSG00000231086.1	chr22	19124879	19125646	+	768
ENSG00000100056.11	chr22	19130279	19144684	-	14406
ENSG00000206203.4	chr22	19130808	19132623	+	1816
ENSG00000063515.2	chr22	19148576	19150283	-	1708
ENSG00000260924.2	chr22	19171395	19172839	+	1445
ENSG00000100075.9	chr22	19175575	19178830	-	3256
ENSG00000070371.15	chr22	19179473	19291716	-	112244
ENSG00000230194.1	chr22	19238443	19238739	-	297
ENSG00000251940.1	chr22	19249873	19249966	+	94
ENSG00000233471.2	chr22	19257520	19258806	+	1287
ENSG00000100084.14	chr22	19330698	19447450	-	116753
ENSG00000242259.8	chr22	19351368	19448232	-	96865
ENSG00000244296.3	chr22	19365766	19366044	+	279
ENSG00000185608.8	chr22	19431902	19436075	+	4174
ENSG00000185065.6	chr22	19447893	19450105	+	2213
ENSG00000070010.18	chr22	19449910	19479215	-	29306
ENSG00000273300.1	chr22	19454179	19454605	+	427
ENSG00000273212.1	chr22	19456503	19456962	+	460
ENSG00000093009.9	chr22	19479459	19520612	+	41154
ENSG00000184113.9	chr22	19523024	19527545	-	4522
ENSG00000281548.1	chr22	19565203	19566839	-	1637
ENSG00000230485.1	chr22	19630750	19633574	-	2825
ENSG00000225007.1	chr22	19667023	19667555	+	533
ENSG00000184702.19	chr22	19714464	19724224	+	9761
ENSG00000284874.1	chr22	19717220	19724772	+	7553
ENSG00000203618.5	chr22	19722945	19724771	+	1827
ENSG00000184058.13	chr22	19756703	19783593	+	26891
ENSG00000185838.13	chr22	19783224	19854939	-	71716
ENSG00000235776.2	chr22	19792294	19793094	+	801
ENSG00000215012.8	chr22	19846138	19854896	-	8759
ENSG00000184470.20	chr22	19875517	19941992	-	66476
ENSG00000232926.1	chr22	19887289	19887970	+	682
ENSG00000093010.13	chr22	19941607	19969975	+	28369
ENSG00000284031.1	chr22	19963753	19963834	+	82
ENSG00000099889.13	chr22	19969896	20016808	-	46913
ENSG00000183597.15	chr22	20017014	20065926	+	48913
ENSG00000208023.3	chr22	20033139	20033220	+	82
ENSG00000236540.7	chr22	20058030	20070569	-	12540
ENSG00000268292.1	chr22	20064552	20065705	-	1154
ENSG00000277950.1	chr22	20070716	20070965	+	250
ENSG00000128191.15	chr22	20080232	20111877	+	31646
ENSG00000284140.1	chr22	20085746	20085833	+	88
ENSG00000284464.1	chr22	20086058	20086142	+	85
ENSG00000243762.1	chr22	20110821	20111875	-	1055
ENSG00000099899.14	chr22	20111866	20117392	-	5527
ENSG00000278278.1	chr22	20114686	20114751	-	66
ENSG00000099901.16	chr22	20115938	20127357	+	11420
ENSG00000264346.1	chr22	20126402	20126526	+	125
ENSG00000099904.15	chr22	20129456	20148007	+	18552
ENSG00000234409.6	chr22	20148427	20151065	-	2639
ENSG00000249923.1	chr22	20198729	20204918	-	6190
ENSG00000236499.2	chr22	20206397	20208524	+	2128
ENSG00000040608.13	chr22	20241415	20283246	-	41832
ENSG00000221039.3	chr22	20249134	20249211	-	78
ENSG00000161132.6	chr22	20299760	20313216	+	13457
ENSG00000128185.9	chr22	20314276	20320080	-	5805
ENSG00000273343.1	chr22	20318119	20318749	-	631
ENSG00000273139.1	chr22	20320739	20321203	+	465
ENSG00000188280.11	chr22	20338805	20354372	+	15568
ENSG00000235578.1	chr22	20343203	20344365	-	1163
ENSG00000161133.16	chr22	20350578	20390758	-	40181
ENSG00000185252.18	chr22	20394115	20408461	+	14347
ENSG00000207343.1	chr22	20416797	20416899	-	103
ENSG00000244486.8	chr22	20424815	20437826	-	13012
ENSG00000277971.1	chr22	20429241	20446620	-	17380
ENSG00000099910.16	chr22	20441519	20495883	-	54365
ENSG00000215493.3	chr22	20450122	20451824	+	1703
ENSG00000255156.1	chr22	20475203	20475311	-	109
ENSG00000201916.1	chr22	20481158	20481268	+	111
ENSG00000242876.3	chr22	20481935	20482213	-	279
ENSG00000236670.1	chr22	20482815	20484105	-	1291
ENSG00000099917.17	chr22	20495913	20587632	+	91720
ENSG00000236003.1	chr22	20522070	20523870	-	1801
ENSG00000250261.1	chr22	20587496	20592218	-	4723
ENSG00000223553.6	chr22	20602595	20656914	-	54320
ENSG00000276427.1	chr22	20632619	20632751	+	133
ENSG00000238125.1	chr22	20652730	20654750	+	2021
ENSG00000229107.2	chr22	20667836	20670984	-	3149
ENSG00000217261.4	chr22	20689929	20698938	+	9010
ENSG00000235062.4	chr22	20697962	20698934	-	973
ENSG00000226287.8	chr22	20701114	20704606	+	3493
ENSG00000241973.10	chr22	20707691	20859417	-	151727
ENSG00000099937.10	chr22	20773879	20787720	+	13842
ENSG00000099940.11	chr22	20858983	20891218	+	32236
ENSG00000272600.1	chr22	20889206	20891214	-	2009
ENSG00000099942.12	chr22	20917426	20953749	+	36324
ENSG00000237476.1	chr22	20957092	20964679	+	7588
ENSG00000183773.15	chr22	20965108	20981360	+	16253
ENSG00000285314.1	chr22	20979462	20998121	+	18660
ENSG00000272829.1	chr22	20981361	20981755	-	395
ENSG00000099949.19	chr22	20982013	20999038	+	17026
ENSG00000184436.11	chr22	20999104	21002196	-	3093
ENSG00000230513.1	chr22	21001886	21010342	+	8457
ENSG00000284060.1	chr22	21002895	21009453	-	6559
ENSG00000161149.12	chr22	21008193	21014292	-	6100
ENSG00000099957.16	chr22	21009808	21028830	+	19023
ENSG00000284130.1	chr22	21011384	21014217	-	2834
ENSG00000099960.12	chr22	21028718	21032840	-	4123
ENSG00000226872.1	chr22	21031357	21043969	+	12613
ENSG00000207575.1	chr22	21034176	21034272	-	97
ENSG00000206145.8	chr22	21035243	21045017	-	9775
ENSG00000187905.10	chr22	21045960	21064168	+	18209
ENSG00000249680.2	chr22	21065462	21070097	+	4636
ENSG00000284665.1	chr22	21071082	21081018	-	9937
ENSG00000169668.11	chr22	21103016	21122285	+	19270
ENSG00000197210.7	chr22	21114607	21124451	-	9845
ENSG00000239511.2	chr22	21125660	21128063	-	2404
ENSG00000224688.1	chr22	21141624	21142371	-	748
ENSG00000215498.9	chr22	21167758	21192156	+	24399
ENSG00000234503.1	chr22	21177892	21179875	-	1984
ENSG00000283972.1	chr22	21193360	21203755	-	10396
ENSG00000133475.17	chr22	21207973	21227637	-	19665
ENSG00000283145.1	chr22	21228760	21229138	-	379
ENSG00000226885.1	chr22	21268161	21268903	+	743
ENSG00000229266.1	chr22	21282881	21284161	+	1281
ENSG00000169662.8	chr22	21290760	21294586	-	3827
ENSG00000206142.9	chr22	21300990	21325042	-	24053
ENSG00000237407.1	chr22	21312920	21314904	+	1985
ENSG00000232771.2	chr22	21341595	21345258	+	3664
ENSG00000279920.1	chr22	21354563	21355763	+	1201
ENSG00000226534.1	chr22	21370064	21371945	+	1882
ENSG00000273846.1	chr22	21379382	21379701	-	320
ENSG00000274600.1	chr22	21383374	21389478	+	6105
ENSG00000200057.1	chr22	21389191	21389491	+	301
ENSG00000252020.1	chr22	21389796	21389938	-	143
ENSG00000275840.1	chr22	21396273	21396590	-	318
ENSG00000169635.9	chr22	21417404	21451463	+	34060
ENSG00000276800.1	chr22	21463963	21464279	+	317
ENSG00000206140.10	chr22	21466423	21471269	+	4847
ENSG00000183506.17	chr22	21473000	21517533	-	44534
ENSG00000252143.1	chr22	21544897	21545039	+	143
ENSG00000222352.1	chr22	21545344	21545644	-	301
ENSG00000183246.6	chr22	21545357	21551461	-	6105
ENSG00000185651.14	chr22	21549447	21624034	+	74588
ENSG00000275293.1	chr22	21555138	21555457	+	320
ENSG00000161179.13	chr22	21628089	21630064	-	1976
ENSG00000161180.10	chr22	21632716	21637327	+	4612
ENSG00000273342.1	chr22	21640844	21641284	+	441
ENSG00000128228.4	chr22	21642261	21644298	+	2038
ENSG00000207751.3	chr22	21652270	21670237	+	17968
ENSG00000212102.1	chr22	21652981	21653058	+	78
ENSG00000283871.1	chr22	21653304	21653385	+	82
ENSG00000284630.1	chr22	21657811	21661021	+	3211
ENSG00000284651.1	chr22	21661242	21661295	-	54
ENSG00000284654.1	chr22	21661476	21661593	-	118
ENSG00000284621.1	chr22	21661859	21661929	-	71
ENSG00000272954.1	chr22	21661934	21662363	+	430
ENSG00000100023.18	chr22	21666009	21700015	+	34007
ENSG00000100027.14	chr22	21697544	21735834	-	38291
ENSG00000244671.3	chr22	21722895	21723182	-	288
ENSG00000100030.14	chr22	21754500	21867680	-	113181
ENSG00000200985.1	chr22	21792434	21792524	+	91
ENSG00000225544.1	chr22	21885282	21885673	-	392
ENSG00000100034.13	chr22	21919420	21952837	-	33418
ENSG00000224086.5	chr22	21938293	21977632	+	39340
ENSG00000100038.19	chr22	21957025	21982816	-	25792
ENSG00000197549.9	chr22	21991099	22043934	-	52836
ENSG00000253239.1	chr22	22026076	22026593	+	518
ENSG00000211637.2	chr22	22030934	22031472	+	539
ENSG00000254355.1	chr22	22032745	22033194	+	450
ENSG00000278657.1	chr22	22036344	22040065	+	3722
ENSG00000249333.1	chr22	22038643	22039126	+	484
ENSG00000211642.3	chr22	22038643	22215270	+	176628
ENSG00000253794.1	chr22	22043618	22043942	+	325
ENSG00000228161.1	chr22	22046430	22046591	+	162
ENSG00000253874.1	chr22	22058433	22058892	+	460
ENSG00000254075.1	chr22	22061077	22061538	+	462
ENSG00000254161.1	chr22	22070225	22070707	+	483
ENSG00000253242.1	chr22	22075366	22075666	+	301
ENSG00000253752.1	chr22	22079770	22080263	+	494
ENSG00000253823.1	chr22	22086561	22087110	+	550
ENSG00000275361.1	chr22	22087924	22088085	+	162
ENSG00000211638.2	chr22	22098700	22099212	+	513
ENSG00000225741.1	chr22	22103219	22104857	+	1639
ENSG00000263366.2	chr22	22114844	22118005	-	3162
ENSG00000236118.1	chr22	22155582	22155942	+	361
ENSG00000233720.1	chr22	22157382	22157631	+	250
ENSG00000211639.2	chr22	22162199	22162681	+	483
ENSG00000227710.1	chr22	22168289	22168634	+	346
ENSG00000224465.1	chr22	22170983	22171556	-	574
ENSG00000254308.1	chr22	22179228	22179477	+	250
ENSG00000253637.1	chr22	22182582	22182885	+	304
ENSG00000236323.1	chr22	22185941	22186619	+	679
ENSG00000211640.4	chr22	22195799	22196276	+	478
ENSG00000253126.1	chr22	22198560	22199011	+	452
ENSG00000211641.3	chr22	22201663	22202161	+	499
ENSG00000253935.1	chr22	22219647	22220133	+	487
ENSG00000228050.1	chr22	22223187	22224566	-	1380
ENSG00000234726.1	chr22	22228719	22230469	-	1751
ENSG00000169575.4	chr22	22244675	22245515	+	841
ENSG00000279278.1	chr22	22264601	22273020	+	8420
ENSG00000274422.1	chr22	22283928	22287220	-	3293
ENSG00000234630.1	chr22	22293733	22294794	+	1062
ENSG00000272779.1	chr22	22303224	22310401	+	7178
ENSG00000211643.2	chr22	22318727	22319226	+	500
ENSG00000211644.3	chr22	22322472	22322969	+	498
ENSG00000211645.2	chr22	22327300	22327814	+	515
ENSG00000225724.1	chr22	22339573	22341214	+	1642
ENSG00000223350.2	chr22	22343187	22343732	+	546
ENSG00000232515.1	chr22	22347807	22348164	+	358
ENSG00000211647.1	chr22	22352940	22353433	+	494
ENSG00000211648.2	chr22	22357739	22358260	+	522
ENSG00000237428.1	chr22	22366210	22367770	+	1561
ENSG00000211649.3	chr22	22369614	22370087	+	474
ENSG00000232603.1	chr22	22370829	22371120	+	292
ENSG00000211650.2	chr22	22375986	22376505	+	520
ENSG00000211651.3	chr22	22380766	22381347	+	582
ENSG00000211652.2	chr22	22395018	22395489	+	472
ENSG00000254175.1	chr22	22397032	22397524	+	493
ENSG00000254073.1	chr22	22398849	22398999	+	151
ENSG00000253818.1	chr22	22404207	22404721	+	515
ENSG00000211653.2	chr22	22409766	22410282	+	517
ENSG00000224144.1	chr22	22420326	22421310	+	985
ENSG00000253889.1	chr22	22425821	22426314	+	494
ENSG00000211654.2	chr22	22427540	22428035	+	496
ENSG00000211655.3	chr22	22431958	22432465	+	508
ENSG00000230821.1	chr22	22446686	22448336	+	1651
ENSG00000253631.1	chr22	22450202	22450652	+	451
ENSG00000226595.1	chr22	22465659	22465986	+	328
ENSG00000275004.3	chr22	22484421	22509154	-	24734
ENSG00000169548.3	chr22	22513736	22520270	-	6535
ENSG00000185686.17	chr22	22547701	22559361	-	11661
ENSG00000220891.1	chr22	22559343	22566602	+	7260
ENSG00000253120.1	chr22	22580014	22580296	+	283
ENSG00000211656.3	chr22	22588155	22588688	+	534
ENSG00000211657.3	chr22	22594528	22595056	+	529
ENSG00000253920.1	chr22	22604445	22605165	+	721
ENSG00000253329.1	chr22	22618572	22619163	+	592
ENSG00000215456.6	chr22	22630065	22636153	+	6089
ENSG00000183169.6	chr22	22639177	22644473	-	5297
ENSG00000100121.12	chr22	22644475	22647903	+	3429
ENSG00000253338.1	chr22	22661299	22661542	+	244
ENSG00000253451.1	chr22	22664473	22664907	+	435
ENSG00000211658.2	chr22	22668288	22668806	+	519
ENSG00000253913.1	chr22	22673152	22673602	+	451
ENSG00000253779.1	chr22	22679097	22679345	+	249
ENSG00000211659.2	chr22	22686726	22687271	+	546
ENSG00000232350.1	chr22	22689831	22689978	+	148
ENSG00000223999.1	chr22	22692778	22693312	-	535
ENSG00000253822.1	chr22	22694439	22694952	+	514
ENSG00000211660.3	chr22	22697789	22698407	+	619
ENSG00000253546.1	chr22	22700760	22700970	+	211
ENSG00000211661.2	chr22	22704265	22704822	+	558
ENSG00000211662.2	chr22	22711689	22713203	+	1515
ENSG00000254240.1	chr22	22715290	22715419	+	130
ENSG00000211663.2	chr22	22720623	22721145	+	523
ENSG00000278667.1	chr22	22730725	22731090	-	366
ENSG00000211664.3	chr22	22734607	22735089	+	483
ENSG00000253152.1	chr22	22738944	22739187	+	244
ENSG00000211665.3	chr22	22747383	22747921	+	539
ENSG00000253786.1	chr22	22755554	22755797	+	244
ENSG00000211666.2	chr22	22758700	22759218	+	519
ENSG00000253590.1	chr22	22762294	22762516	+	223
ENSG00000211667.3	chr22	22771824	22772582	+	759
ENSG00000231392.1	chr22	22774529	22774691	+	163
ENSG00000275772.1	chr22	22785643	22787268	-	1626
ENSG00000211668.2	chr22	22792491	22793007	+	517
ENSG00000274381.1	chr22	22803076	22803360	+	285
ENSG00000211669.3	chr22	22811747	22812281	+	535
ENSG00000226477.1	chr22	22814671	22814926	+	256
ENSG00000211670.2	chr22	22819010	22819756	+	747
ENSG00000278196.3	chr22	22822658	22823289	+	632
ENSG00000284049.1	chr22	22822776	22822871	+	96
ENSG00000237127.1	chr22	22834865	22835117	+	253
ENSG00000254077.1	chr22	22838602	22838872	+	271
ENSG00000253448.1	chr22	22850375	22850624	+	250
ENSG00000253234.1	chr22	22856762	22857038	+	277
ENSG00000226420.1	chr22	22858025	22858268	+	244
ENSG00000211672.2	chr22	22871507	22872035	+	529
ENSG00000253963.1	chr22	22873212	22873440	+	229
ENSG00000211673.2	chr22	22880706	22881396	+	691
ENSG00000264824.1	chr22	22886267	22886379	+	113
ENSG00000254709.7	chr22	22887780	22896107	+	8328
ENSG00000211674.2	chr22	22893692	22893818	+	127
ENSG00000211675.2	chr22	22895375	22895834	+	460
ENSG00000211676.2	chr22	22899481	22899655	+	175
ENSG00000211677.2	chr22	22900976	22901437	+	462
ENSG00000211678.2	chr22	22904850	22905025	+	176
ENSG00000211679.2	chr22	22906342	22906803	+	462
ENSG00000211680.2	chr22	22910574	22910606	+	33
ENSG00000254029.1	chr22	22910828	22911075	+	248
ENSG00000211681.2	chr22	22914237	22914308	+	72
ENSG00000254030.1	chr22	22915635	22915927	+	293
ENSG00000211682.2	chr22	22918132	22918201	+	70
ENSG00000222037.5	chr22	22919535	22919851	+	317
ENSG00000211684.2	chr22	22921390	22921435	+	46
ENSG00000211685.3	chr22	22922594	22923034	+	441
ENSG00000237472.1	chr22	22988263	22988581	+	319
ENSG00000223679.1	chr22	22990690	23008356	+	17667
ENSG00000100218.11	chr22	23059415	23145021	-	85607
ENSG00000128266.8	chr22	23070361	23125037	+	54677
